,id,seeker_post,response_post,ER_label,IP_label,EX_label,conv_type
187,187,so that probably means he’s 20 points ahead,real clear politics average biden is declining so 2016 is happening again trump retook the lead in new arizona poll.,0,0,0,within
188,188,what did he die of? why no msm reported about the causation of death?,how would they know unless the family releases the cause of death?,0,0,2,within
189,189,trump always operates at the narrowest possible margin for victory.   his votes were extremely efficiently allocated last time.   hard to thread a needle like that twice.,easier this time. biden is a disaster. clinton was a force.,0,0,0,within
190,190,trump always operates at the narrowest possible margin for victory.   his votes were extremely efficiently allocated last time.   hard to thread a needle like that twice.,"i dont think you can make an honest argument that biden is running a ""strong"" campaign.",0,0,0,within
191,191,"those of us working at restaurants and bars are scared. but we must show up, smile, and bite our tongues as these people flock here with zero precautions.  i’m having my will updated as a widowed mom of four.","i’m sorry jenn that’s terrifying.  so worrying, stay well!",2,0,0,within
192,192,glad you are airing it live.  listening to biden and now harris i remember how and what a president should sound and be like.  someone to bring us together and bring out the best in america instead of the worst,these two are the scariest set to run for the white house in us history.  if you think they are going to bring change you are sadly mistaken.  maybe you had better research them both before making statements.,0,0,0,between
193,193,yet he had time to somehow file to keep  from releasing her book... this stinks like only 45 and could make something stink. . i want to see the death certificate. it won’t say . who thinks that’s what he finally succumbed to? rip robert.,i'm wondering if he fell shortly after failing to prevent the release of her book? and then dies a day after big bro visits? i hate to go down this rabbit hole but it begs to be explored,0,0,0,within
194,194,the biden harris ticket is unelectable. it is the most flawed and unworthy presidential party ticket probably ever. the media will keep blowing hot air up everyone's skirts selling this lipstick on a pig shit show. tough sell. it's bad.,i don’t think you’ve read your bio.,0,0,0,between
195,195,yet he had time to somehow file to keep  from releasing her book... this stinks like only 45 and could make something stink. . i want to see the death certificate. it won’t say . who thinks that’s what he finally succumbed to? rip robert.,he didn't come off well in mary trump's book.,0,0,0,between
196,196,that's before the kamala announcement!,so you think he is not going to win with kamala?,0,0,2,within
197,197,glad you are airing it live.  listening to biden and now harris i remember how and what a president should sound and be like.  someone to bring us together and bring out the best in america instead of the worst,take a good look harris sleeps her way through the political spectrum joe mentor grand cyclops of the kkk that's the kind of people you want to run the country why dont you go to china see how it goes,0,0,0,between
198,198,yet he had time to somehow file to keep  from releasing her book... this stinks like only 45 and could make something stink. . i want to see the death certificate. it won’t say . who thinks that’s what he finally succumbed to? rip robert.,"lot of conspiracy there.
helps with the hate eh",0,0,0,between
199,199,uh ohhhh he’s closing in,biden was like 10 points ahead yesterday. lol. today he is 4. hehe,0,2,0,between
200,200,my condolences to the trump family.  -  i wonder how conflicted donald must be knowing if he gives a eulogy he has to talk about someone other than himself.,except he doesn't...,0,0,0,within
201,201,this poll included 32% republicans and 37% democrats,there are technically more democrats than republicans,0,0,0,between
202,202,wow are they boring!!!!🤮,are they using words correctly?,0,0,2,between
203,203,my condolences to the trump family.  -  i wonder how conflicted donald must be knowing if he gives a eulogy he has to talk about someone other than himself.,your tweet caught me off guard and thank you for the laugh out loud funny.🤣,0,0,0,within
204,204,talk about cutting it close. and here i thought biden had it in the bag.,he does. the media doesn't like it when their golden boy is trailing bigly in the polls. it's bad for business.,0,0,0,within
205,205,my condolences to the trump family.  -  i wonder how conflicted donald must be knowing if he gives a eulogy he has to talk about someone other than himself.,all he has to say is: “ it iswhat it is”,0,0,0,between
206,206,november can’t come soon enough!,wait!!!...the print shop got it wrong. it should read: harris biden,0,0,0,between
207,207,my condolences to the trump family.  -  i wonder how conflicted donald must be knowing if he gives a eulogy he has to talk about someone other than himself.,"he gave a eulogy for his dad, and it was all about himself.  if this is any different it will be because of a speechwriter.",0,0,0,within
208,208,hey  you guys at the hill ? your national survey is by harris insights and analytics they are a grade “c” {not good} and heavily biased sampling of white people as reflected in the stats data - take this one with a grain of salt people -,the participants were 68% white i think. so it seems like a fair mix,0,0,0,within
